Acanthochlamys_bracteata,0,1,1,1,1,0,0,1,1,1,1,?,0,1,0,1,0,0,0,1,1,0,2,1,1,1,2,0&1,1,0
Acanthus_montanus,0,0,1,1,?,1,0,1,2&3,1,0,1,0,1,0,?,0,?,0,0,2,0,1,1,1,1,0&1,0,3,0
Acharia_tragodes,1,0,1,1,0&1,0,0,1,1&2,1,0,1,0,0,0,0,0,?,0,0,1&2,0,2&3,1,1,?,1,1,3,2
Acicarpha_tribuloides,0&1,1,1,1,0&1,0,0,1,3,1,0,?,1,1,0,0,0,?,0,0,3,?,3,1,1,1,0,?,3,2
Acorus_gramineus,0,0,1,1,0,1,0,1,1,0,1,1,0,0,0,1,0,1,0,1,1,0,2,1,1,?,2,?,1,0
Acridocarpus_natalitius,0,0,1,1,?,1,0,1,3,1,1,0,0&1,?,?,0,0,0,0,1,3,0,2,?,1,0,0,?,?,?
Actinidia_chinensis,0,0,1,1,0&1,0,0,1,3,1,2,1,0,0,0&2,?,0,?,0,0&2,?,0,4,1,1,0,2,0,3,2
Adoxa_moschatellina,0,1,1,1,?,0,0,1,1&2&3,1,0,1,0,1,2,1,0,0,0,0,2&3,0,3,1,1,0,0,0,3,2
Aesculus_pavia,0&1,0,1,1,0&1,1,0,1,2&3,1,1,1,0,0,?,1,0,0,0,1,?,0,2,1,1,1,1,0,3,2
Aextoxicon_punctatum,0,0,1,1&2,0,0,0,1,3,1,0&1,1,0,0,0,?,?,?,0,0,3,?,0,?,?,?,1,?,3,2
Afrolicania_elaeosperma,?,0,1,0,0,0,0,0,3,?,2,1,0,0,?,1,0,?,0,0,?,?,0,?,1,?,1,?,3,2
Afrostyrax_lepidophyllus,0,0,1,1,?,0,0,1,3,1,1,1,0,0,?,0,0,1,0,1,3,0,3,1,1,1,0,?,?,?
Agave_ghiesbreghtii,0,1,1,1,1,0,0,?,?,?,1,1,0,0,0,1,?,?,0,?,1,?,?,?,?,?,?,?,?,?
Ailanthus_altissima,1,0,1,1,?,0,0,1,3,1,1,?,0,0,0,?,?,?,0,1,3,?,3,?,1,?,?,0,3,2
Akebia_quinata,0,0,1,0,0,0,0,0,1,0,1,1,0,?,2,?,0,?,0,?,?,?,2&3&4,0,0,?,?,3,3,0
Alangium_chinense,0,1,1,1&2,0&1,0,0,1,3,1,0&1,0,0,0,0&1,0,0,0,0,?,?,?,1,?,1,1,0,?,3,2
Albizia_julibrissin,0,0,1,1,?,0,0,1,3,1,2,?,1,?,?,?,?,?,?,?,?,?,?,?,1,?,?,?,0,?
Alisma_plantagoaquatica,0,0,1,1,0,0,0,1,1,1,1,1,0,0,?,?,0,?,?,?,?,0,4,0,1,0,0,?,4,1
Allium_fistulosum,0,0,1,1,0&1,0,0,1,1,0,1,0&1,0,0&1,0,0,0,?,0,1,1,0,2,1,1,?,0&1&2,0,?,?
Alluaudia_procera,0,0,1,1,0,?,0,2,0,1,1,1,1,0,2,1,0,0,0,?,?,0,2,1,1,?,0,?,4,0
Alnus_alnobetula,1,1,0&1,0&1,?,?,0,0,?,?,0&1,?,1,?,?,?,0,?,?,?,?,?,1&2,1,1,?,0&1,0,4,1
Alophia_drummondii,0,1,1,1,0,0,0,1,1,1,0,0,?,0,1,0,0,?,0,0,1,0,2,1,1,?,?,?,2,0
Alseuosmia_macrophylla,0,1,1,1,1,0,0,1,2&3,1,0,?,0,1,0,1,0,?,0,0,3,0,1,?,1,1,2,0,3,2
Alstroemeria_aurea,0,1,1,1,?,1,0,1,1,1,1,1,0,?,1,1,0,?,0,1,1,?,2,?,1,1,?,0,1,0
Altingia_excelsa,0,1,0,?,?,?,?,?,?,?,?,1,0,?,?,0,0,1,0,?,?,0,1,?,1,0,2,?,4,1
Amborella_trichopoda,1,0,1,1&2,0,0,1,?,?,0,2,0,0,0,0,0,0,1,1,?,?,1,3&4,0,0,?,0,?,1,1
Anagallis_tenella,0,0,1,1,0&1,0,0,1,3,1,0,1,1,0&1,0,?,?,?,0,0,3,0,3,1,1,1,?,2,3,2
Anarthria_polyphylla,1,0,1,1,?,0,0,1,1,0,0,1,0,0,?,1,0,?,0,0,1,0,2,1,1,0,0,?,?,?
Ancistrocladus_korupensis,0,1,1,1,?,?,0,1,3,1,1,0,1,1,0,0,0,?,0,1,3,?,2,1,1,0,0,0,3,0
Androsace_spinulifera,0,0,1,1,1,0,0,1,3,1,0,?,0,1,?,?,?,?,0,0,3,0,?,1,1,?,?,2,?,?
Androstachys_johnsonii,1,0,1,0&1,?,0,?,?,?,0,2,?,0,0,2,1,0,?,1,?,?,0,2&3,1,1,?,1,0,4,1
Anemopsis_californica,0,1,0,?,?,?,?,?,?,?,1,1,0&1,?,1,0,0,0,0,0,1,0,2,?,1,0,?,1,1,0
Anethum_graveolens,0,1,?,?,0&1,0,0,1,3,1,0,?,0,0,?,1,0,0,0,0,3,0,1,1,1,0,1,?,2,1
Aneulophus_africanus,0,0,1,1,0&1,0,0,1,3,1,1,1,0&1,0,1,0&1,0,1,0,1,3,0,2,1,1,1,1,0,3,0
Angelica_sylvestris,0,1,?,?,0&1,0,0,1,3,1,?,?,?,?,?,?,?,?,?,?,?,?,1,?,1,?,0,?,3,2
Anigozanthos_flavidus,0,?,1,1,1,1,0,1,1,0,1,?,0,?,0,?,0,?,0,1,1,0,2,?,1,?,?,0,2,1
Anisophyllea_fallax,?,1,1,0&1,0,0,0,1,2&3,1,1,1,0,?,1,1,0,?,0,1,2&3,0,3,?,1,?,0,?,3,2
Anisoptera_marginata,0,?,1,1,?,0,0,1,3,1,?,?,?,?,?,?,0,?,?,?,?,?,?,1,1,?,?,?,?,?
Annona_muricata,0,0,1,1,0,0,0,2,1,1,2,0,?,?,2,0,1,1,?,?,?,?,4,?,1,?,0,?,1,0
Anopterus_macleayanus,0,0,1,2,0&1,0,0,1,?,1,1,1,0,0,0,0,?,0,0,0,?,0,1,1,1,1,?,?,3,2
Anredera_cordifolia,0,0,1,0,0,0,0,0,3,?,0,1,0&1,?,?,1,0,?,0,0,3,0,2,1,1,1,0,?,4,0
Antirrhinum_majus,0,0,1,1,1,1,0,1,3,1,0,1,0,0,0,0,0,0,0,0,3,0,1,1,1,1,2,0,3,2
Aphanopetalum_resinosum,0,1,1,0&1,?,0,0,0&1,2,1,1,1,0,?,0&1,1,0,1,0,1,2,0,3,1,1,?,0,0,3,2
Aphloia_theiformis,0,0,1,0,1,?,0,0,3,?,2,1,0,?,0,0,0,0,?,?,?,?,0,?,0,?,2,?,3,2
Apium_graveolens,0,1,1,1,0&1,0,0,1,3,1,0,1,0,0,?,?,?,?,?,?,?,0,1,1,1,?,0,?,3,2
Aporosa_frutescens,1,0,1,0&1,1,0,0,0&1,?,0,0,?,0,0,1,1,0,0,0,0,0&1,0,2,1,0,?,1,?,?,?
Arabidopsis_thaliana,0,0,1,1,0,0,0,1,2,1,1,1,0,0,1,?,0,?,0,1,?,0,1,1,1,1,2,1,3,0
Aralia_spinosa,1,1,1,1,?,0,0,1,3,1,0,1,0,?,?,?,?,?,0,0,3,?,3,?,?,?,0,?,3,2
Aralidium_pinnatifidum,0,1,1,1,0,0,0,1,3,1,0,1,0,0,0,1,?,0,0,0,3,0,2&3,1,1,?,0,?,3,2
Arbutus_unedo,0,0,1,1,1,0,0,1,3,1,1,?,0,0&1,0,0,0,1,0,1,3,0,3,1,1,1,2,0,3,2
Archytaea_triflora,0,0,1,1,0&1,0,0,1,3,1,1&2,?,1,?,?,0,0,?,?,?,?,0,3,1,1,?,2,0,?,?
Arctopus_echinatus,?,1,1,1,0,0,0,1,3,1,0,1,?,?,?,?,?,?,0,0,3,0,1,1,1,?,0&1,?,?,?
Argophyllum_laxum,0,1,1,1,1,0,0,1,3,1,0,1,0,0,0,1,0,1,0,0,3,0,1&2,1,1,1,?,0,?,?
Aristea_glauca,0,1,1,1,?,0,0,1,1,0,0,1,0,?,2,0,0,?,0,0,1,0,2,1,1,?,?,0,3,0
Aristolochia_macrophylla,0,1,1,0,1,1,0,0,1,0,1,?,?,?,2,0,0,1,0,0,?,0,4,1,?,?,?,0,0,?
Asarum_canadense,0,1,1,1,0&1,0,0,1,1,1,2,?,?,?,2,?,?,1,?,?,?,?,4,?,1,?,?,?,0,?
Ascarina_lucida,1,?,0,?,?,?,?,?,?,?,0,1,?,?,1,0,0,1,?,?,?,?,0,?,0,?,0,?,1,0
Asimina_triloba,0,0,1,1,0,0,0,2,1,1,2,0,?,?,2,0,1,1,?,?,?,?,2&3&4,0,1,?,?,?,1,0
Asparagus_officinalis,1,0,1,1,1,0,0,1,1,0,1,?,0,1,0,1,?,?,?,?,?,?,2,1,1,?,?,0,1,0
Asteropeia_micraster,0,0,1,1,0,0,0,1,3,1,1,1,1,0,2,1,0,?,?,?,?,0,2,1,1,?,1,0,4,0
Astragalus_membranaceus,?,?,1,1,1,1,0,1,3,1,1,?,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
Atherosperma_moschatum,1,0,1,1,0,0,0,2,0&2,0,2,1,0,0,2,0,2,1,0,1&2,?,?,4,0,1,1,0,?,2,0
Atropa_belladonna,0,0,1,1,0,0,0,1,3,1,0,1,0,0,0,0,0,?,0,0,3,0,1,1,1,?,?,0,3,2
Atuna_racemosa,0,0,1,1,?,1,0,1,3,1,2,1,0,0,?,1,0,?,?,?,?,?,0,?,1,?,0,?,?,?
Aucuba_japonica,1,1,1,1,0,0,0,1,2,1,0,?,?,?,?,1,0,?,0,0,2,?,0,?,1,?,0,?,3,2
Austrobaileya_scandens,0,0,1,2,0,0,1,?,?,1,1&2,0,0,0,0,0,0,1,1,?,?,1,4,0,?,?,2,?,1,0
Austrobuxus_megacarpus,1,0,1,0,?,?,0,0&1,0&2,0,1,1,0,0,?,1,0,?,0,?,?,0,1&2&3,1,1,0,1,0,?,?
Averrhoa_carambola,0,0,1,1,1,0,0,1,3,1,0&1,0&1,0,0,0,1,0,0,0,1,3,0,3,1,1,0,2,?,3,0
Azorella_selago,0,1,1,1,0,0,0,1,3,1,0,1,0,?,1,1,0,0,0,0,3,0,1,?,1,0,?,?,?,?
Balanops_vieillardii,1,0,0,?,?,?,?,?,?,?,0&1,1,0,?,?,0,0,1,?,?,?,0,1&2,1,1,1,1,0,3&4,0
Baloskion_tetraphyllum,1,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
Barbeuia_madagascariensis,0,0,1,0,0,0,0,0,3,0,2,0,0,0,0,1,0,0,?,?,?,?,1,1,1,1,1,?,3,2
Barbeya_oleoides,1,0,1,0,0&1,0,0,0,1&2,0,1,1,0,0,?,0,0,1,?,?,?,?,0&1&2,?,1,0,0,?,3,2
Barleria_prionitis,0,0,1,1,1,1,0,1,2&3,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1,?,?,0,3,2
Barnadesia_caryophylla,0,1,1,0,0&1,1,0,1,3,1,0,1,0,1,0,0,?,1,0,0,3,?,1,?,1,1,0,?,3,2
Barringtonia_asiatica,0,1,1,1,0&1,0,0,1,2,1,2,1,1,?,1,0,?,?,0,?,?,0,3,1,1,1,2,0,3,0
Basella_alba,0,0,1,0,1,0,0,0,3,0,0,?,?,1,?,?,?,?,0,0,3,?,2,?,1,?,?,?,4,1
Batis_maritima,1,1,0&1,1,0&1,1,0,1,2,1,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,?,1,1,3&4,2
Bauhinia_galpinii,0,?,1,1,0,1,0,1,3,1,0,?,0,0,?,?,?,?,0,1,3,?,?,?,?,?,?,?,3,2
Beaucarnea_recurvata,0,?,1,1,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,1,1,0,2,1,1,?,1,0,?,?
Begonia_sanguinea,1,1,1,0,0,?,0,?,?,?,?,?,0,0,?,?,?,?,?,?,?,?,2,1,1,?,?,0,?,?
Berberidopsis_corallina,0,0,1,1&2,0,0,1,?,?,0,1,?,?,?,0,?,?,?,?,?,?,0,2,1,?,?,?,?,3,0
Bergia_texana,0,0,1,1,0,0,0,1,3,1,1,0,0,0,0,1,0,?,0,1,3,0,3,1,1,0,?,0,?,?
Berzelia_lanuginosa,0,1,1,1,1,0,0,1,3,1,0,1,0,0,0,1,0,?,0,0,3,?,0,?,1,?,0,?,3,2
Beta_vulgaris,0,1,1,0,1,0,0,0,3,0,0,1,1,0,0,1,0,?,0,0,3,0,2,1,1,?,0,?,4,1
Bhesa_paniculata,0,0,1,1,?,0,0,1,3,1,0,1,0,0,2,0,0,?,0,0,3,0,1,1,1,0,1,?,?,?
Biebersteinia_orphanidis,0,0,1,1,0,0,0,1,3,1,1,?,1,0,0,1,0,?,0,1,3,0,3,1,1,0,0,0,?,?
Billardiera_heterophylla,0,0,1,1,0,0,0,1,3,1,0,1,0,0,0,?,0,?,0,0,3,?,1,1,1,1,?,?,?,?
Bischofia_javanica,1,0,1,0,0,0,0,0,3,0,0,?,0,?,0,?,0,?,?,?,3,0,2&3,1,1,?,1,0,3,2
Bixa_orellana,0,0,1,1,0,0,0,1,3,1,2,1,0,0,?,0,0,?,?,?,?,0,1,1,1,1,2,1,3,2
Blandfordia_punicea,0,0,1,1,1,0,0,1,1,0,1,1,0,1,1,1,0,?,0,1,1,0,2,1,1,?,2,0,?,?
Boehmeria_nivea,1,?,1,0,1,0,0,0,2,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,1,?,?,?,3,1
Bomarea_edulis,0,1,1,1,1,0,0,1,1,1,1,1,?,1,?,0,0,?,?,?,?,0,2,1,1,1,2,0,1,0
Bombax_ceiba,0,0,1,1,0&1,0,0,1,3,1,2,1,1,0&1,?,?,0,0,0,0&1,3,0,3,1,1,1,2,0,3,2
Bonnetia_sessilis,0,0,1,1,0&1,0,0,1,3,1,1&2,?,0&1,?,?,0,0,?,?,?,?,0,2&3,1,1,?,2,0,3,2
Boopis_graminea,0,1,1,1,0&1,0,0,1,3,1,0,1,1,1,0,0,0,?,?,0,3,?,1,1,1,1,0,?,3,2
Borago_officinalis,0,0,1,1,0&1,0,0,1,3,1,0,0,?,0&1,2,?,?,?,0,0,3,?,1,1,1,?,1,0,4,0
Borya_septentrionalis,0,0,1,1,0&1,0,0,1,1,0,1,1,0,0&1,1,0,0,?,0,1,1,0,2,1,1,?,2,0,?,?
Bougainvillea_glabra,0,0,1,0,1,0,0,0,3,0,1,1,0&1,?,?,?,0,0,?,0,?,?,0,?,1,?,0,?,3,0
Brasenia_schreberi,0,0,1,1,0,0,0,1,1,0&1,2,1,0,0,2,0,0,0,0,1&2,?,0,3&4,0,1,0,0&1,3,1,0
Brassica_napus,0,0,1,1,0,0,0,1,2,1,1,1,0,0,0,0,0,?,0,1,?,0,1,1,1,1,?,1,3,0
Brexia_madagascariensis,0,0,1,1,0&1,0,0,1,3,1,0,1,1,0,0,1,0,1,0,1,3,0,3,1,1,1,2,0,3,2
Bruguiera_gymnorhiza,0,1,1,2,0,0,0,1,?,1,2,1,0,?,0,?,0,?,0,1,?,0,2&3,1,1,1,1&2,0,3,2
Brunellia_acutangula,0,0,?,?,?,0,0,0,?,0,1,?,0,0,0,1,0,?,0,1,?,?,?,0,?,?,1,?,?,?
Brunia_albiflora,0,1,1,1,0,0,0,1,3,1,0,1,0,0,?,0,?,0,0,0,3,?,?,1,1,1,0,0,?,?
Bulbine_succulenta,0,0,1,1,0,0,0,1,1,1,1,1,0,0,0,1,0,?,0,1,1,0,2,1,1,?,?,0,?,?
Burmannia_biflora,0,1,1,1,1,0,0,1,1,1,0,?,0,0,?,?,?,?,?,?,1,0,2,1,1,1,?,0,1,1
Bursera_fagaroides,?,?,?,?,?,?,0,?,?,?,?,?,?,0,0,?,0,?,0,?,?,?,?,1,1,?,?,0,?,?
Buxus_sempervirens,1,0,1,0&1,0,0,0&1,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,2,1,1,0,1,0,4,1
Byblis_liniflora,0,0,1,1,0&1,0,0,1,3,1,0,1,0,0&1,0,0,0,?,0,0,3,?,1,1,1,?,2,0,3&4,0
Byrsonima_crassifolia,0,0,1,1,?,1,0,1,3,1,1,?,?,?,0,0,0,0&1,0,0&1,3,0,2,1,1,?,0,?,3,2
Cabomba_caroliniana,0,0,1,1,0,0,0,1,1,0,1,1,0,0,1&2,0,0,0,0,0,?,0,2,0,1,0,2,?,1,0
Calceolaria_integrifolia,0,0,?,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,0,1,1,1,1,?,?,?,?
Calectasia_intermedia,0,0,1,1,1,0,0,1,1,0,1,1,0,?,?,0,0,?,?,?,?,?,2,1,1,1,0,?,?,?
Callicarpa_dichotoma,0,?,1,1,1,0,0,1,2,1,0,?,?,?,?,?,?,?,?,?,?,?,?,?,1,?,?,?,?,?
Calophyllum_soulattri,0,0,1,0&1,?,0,?,?,2,?,2,?,?,?,?,0,0,?,?,?,?,?,0,?,1,?,0,?,3,2
Calycanthus_floridus,0,0,1,2,0,0,1,?,?,1,2,0,0,0,?,0,0,1,1,?,?,1,4,0,1,0,1,?,2&3,0
Camellia_sinensis,0,0,1,2,0&1,0,1,?,?,1,2,1,0&1,0&1,1,1,0,1,0,2,?,0,2,1,1,1,2,0,3,2
Campanula_elatines,0,1,1,1,0&1,0,0,1,3,1,0,?,0,0,0,0,0,?,0,0,3,?,2,1,1,1,?,?,?,?
Campanula_trachelium,0,1,1,1,1,0,0,1,3,1,0,?,0,0,0,0,0,?,0,0,3,?,2&3,1,1,1,?,0,3,1
Campsis_radicans,0,0,1,1,1,1,0,1,3,1,0,1,0,1,0,0,0,0,0,0,3,?,1,1,1,1,2,0,3,0
Camptotheca_acuminata,1,1,1,1,0&1,0,0,1,3,1,1,1,?,?,?,?,?,?,0,1,3,?,?,?,1,?,0,?,3,2
Campynema_lineare,0,1,1,1,0,0,0,1,1,0,1,1,0,?,2,0,0,?,?,?,?,0,2,1,1,0,2,1,1,0
Cananga_odorata,0,0,1,1&2,0,0,0,2,1,1,2,1,?,?,2,0,1,1,?,?,?,?,4,0,1,?,2,?,1,0
Canella_winterana,0,0,1,1,0&1,0,0,1,1&3,1,1,?,1,0,2,?,0,?,0,0,?,0,1,1,1,1,1&2,1,1,0
Canna_indica,0,1,1,1,1,?,0,1,1,1,?,0,?,?,?,0,?,?,?,?,?,0,2,1,1,1,?,0,0,?
Cannabis_sativa,1,0,1,0,0&1,0,0,0,3,0,0,1,0,0,1,?,0,?,0,0,3,0,1,1,1,0,0,?,3,1
Capparis_spinosa,0,0,1,1,?,1,0,1,2,1,2,1,0,?,0,0,0,?,?,?,?,0,1,?,?,?,?,1,3,0
Carallia_brachiata,0,1,1,1&2,0,0,0,1&2,3,1,1&2,1,0,0,?,1,?,?,0,0&1,3,0,3,1,1,1,1,0,3,2
Cardiopteris_quinqueloba,1,0,1,1,1,0,0,1,3,1,0,0,0,1,0,1,0,0,0,0,3,0,2,1,1,?,0,0,3,2
Carica_papaya,0,0,1,1,1,0,0,1,3,1,1,?,0,1,?,?,0,0,0,1,3,0,3,1,1,1,2,1,3,2
Carludovica_palmata,1,?,1,0,0,0,0,0,2,0,?,?,?,?,?,?,?,?,?,?,?,?,3,?,?,?,?,?,1,1
Carpodetus_serratus,0,1,1,1&2,0&1,0,0,?,2&3,1,0&1,1,0,0,0,0,0,0,0,?,?,?,3&4,1,1,1,2,0,3,2
Caryocar_glabrum,0,0,1,1,0,0,0,1,3,1,2,1,0&1,0&1,0,0&1,0,1,?,?,?,0,3,1,1,0,0,0,3,2
Caryota_mitis,1,?,1,1,0&1,0,0,1,1,1,1&2,?,?,?,?,?,?,?,?,?,?,?,?,?,1,?,?,?,1,0
Casearia_sylvestris,0,0,1,0&1,0,0,0,0,2&3,?,1&2,1,0,0,0,0&1,0,0,0,0,?,0,2,1,1,1,?,1,3,2
Cassine_orientalis,?,?,?,?,?,0,0,1,?,1,?,?,?,0,?,?,0,?,?,?,?,?,?,?,1,?,?,0,?,?
Cassipourea_lanceolata,0,0,1,1,?,0,0,1,3,1,2,1,0,?,?,?,?,?,0,1,?,0,2,1,1,?,1,?,?,?
Casuarina_cunninghamiana,1,?,1,0,?,?,0,0,0,0,0,1,?,?,?,0,?,?,?,?,?,?,1,?,1,?,1,?,2&3&4,1
Catalpa_speciosa,0,?,?,?,?,?,?,?,?,?,0,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,0,?
Caulophyllum_thalictroides,0,0,1,2,0,0,0,2,1,1,1,0,0,?,2,1,0&2,0,0,?,1,?,0,?,1,?,1&2,?,3,0
Ceanothus_sanguineus,0,0,1,1,0,0,0,1,3,1,0,0,0,?,?,1,0,?,0,0,3,?,2,?,1,1,?,?,?,?
Celastrus_scandens,0,0,1,1,?,0,0,1,3,1,0,1,0,0,1&2,1,0,?,0,0,3,0,2,1,1,?,1,0,3,2
Celosia_argentea,0,0,1,0,0,0,0,0,1&2&3,0,0,1,1,0,0,1,?,?,0,0,3,0,?,?,1,?,?,?,4,1
Celtis_yunnanensis,1,0,1,0,1,?,?,?,?,?,0,?,?,0,?,1,0,?,?,?,?,?,1,1,1,1,0,?,?,?
Centranthus_ruber,0,1,1,0,1,?,0,1,3,1,0,?,?,1,?,?,?,?,?,?,?,?,2,1,1,?,0,?,3,0
Centrolepis_strigosa,1,?,0,?,?,?,?,?,?,?,0,1,?,?,?,1,0,?,?,?,?,?,0,?,1,0,0,?,1,1
Centroplacus_glaucinus,0,?,1,0&1,?,?,0,0&1,3,1,0,?,?,?,0,?,0,?,?,?,3,0,2,1,1,?,1,?,3,?
Cephalotus_follicularis,0,0,1,1,1,0,0,0,?,0,2,?,0,?,1,1,0,?,0,1,?,?,4,0,?,?,0&1,?,3,2
Ceratonia_siliqua,0,0,1,0,0,0,0,0,3,0,0,1,0,?,0,1,0,?,0,0,3,?,0,?,1,?,2,?,3&4,2
Ceratophyllum_demersum,1,?,?,?,?,?,?,?,?,?,0,1,?,?,2,0,0,1,?,?,?,?,0,?,1,?,0,?,0,?
Cercidiphyllum_japonicum,1,0,0,?,?,?,?,?,?,?,2,1,0,?,1,0,0,1,0,?,?,?,0&1&2&3&4,0,1,?,2,?,3,1
Cercis_canadensis,0,0,1,1,0&1,1,0,1,3,1,1,1,0,0,0,1,?,?,0,1,3,?,0,?,1,?,2,?,3,2
Cespedesia_spathulata,0,0,1,1,0&1,0,0,1,3,1,2,1,0,0,1&2,0,0,1,?,?,?,0,3,1,1,?,2,0&1,3,2
Chamaedorea_seifrizii,0,0,1,1,0&1,0,0,1,1,1,1,0,0,?,0,1,0,?,0,1,1,0,2,?,0,?,0,0,?,?
Chimonanthus_praecox,0,0,1,2,0,0,1,?,?,1,1,0&1,0,0,2,0,0,1,1,?,?,1,4,0,1,?,1,?,2,0
Chloranthus_japonicus,0,?,0,?,?,?,?,?,?,?,?,?,?,?,1,0,1,1,?,?,?,?,0,?,1,?,0,?,4,0
Choristylis_rhamnoides,0,0,1,1,?,0,0,1,3,?,0,?,0,0,?,?,?,?,0,0,3,0,1,1,1,1,?,0,?,?
Chrysobalanus_icaco,0,0,1,1,0&1,0,0,1,3,1,2,1,1,?,0,1,0,0&1,?,1,?,0,1,1,1,1,1,?,3,2
Chrysolepis_sempervirens,1,1,1,0&1,0,0,0,0,1&2,0,1&2,?,?,?,?,1,0,?,?,?,?,?,2,?,1,?,1,0,?,?
Cicer_arietinum,0,0,1,1,?,1,0,1,3,1,1,1,0&1,?,?,?,?,?,0,1,3,?,0,?,?,?,1&2,?,3,2
Cichorium_intybus,0,1,1,0,0&1,1,0,1,3,1,0,1,0,?,0,0,0,?,0,0,3,?,1,1,1,1,0,?,3,2
Cinnamodendron_ekmanii,0,0,1,2,?,0,0,2,1&2,1,1&2,?,?,?,?,?,?,?,?,?,?,?,3,1,1,?,?,1,?,?
Cinnamomum_camphora,0,0,1,1,1,0,0,1,1,0,1,0,?,?,0&2,0,2,0&1,0,2,1,?,0,?,1,?,0,?,0,?
Circaeaster_agrestis,0,0,1,0,0,0,1,0,?,0,0,?,0,?,?,0,0,0,?,?,?,?,0,?,0,?,0,?,3,0
Cissampelos_pareira,?,0,1,0&1,?,0&1,0,1&2,0,1,0,?,1,?,?,?,?,?,0,?,?,?,0,?,1,?,1,?,3,2
Citronella_suaveolens,0,0,1,1,0&1,0,0,1,3,1,0,0,0,?,0,0,0,0,0,0,3,?,1,1,1,?,0&1,0,3,2
Citrus_x_aurantium,0&1,0,1,1,0&1,0,0,1,2&3,1,2,?,1,0,0&1,1,0,0,0,?,?,0,2&3&4,1,1,1,1&2,0,4,2
Clarkia_xantiana,0,1,1,1,0,1,0,1,2,1,1,?,0,0,0,?,0,0,0,1,2,0,3,1,1,1,0&1&2,0,?,?
Clavija_eggersiana,0,0,1,1,0&1,0,0,1,3,1,0,?,1,1,2,0,0,?,0,1,3,0,?,1,1,1,1&2,2,?,?
Claytonia_virginica,0,0,1,1,0,0,0,1,0&3,1,0,1,?,1,2,1,?,0,0,0,3,?,2,1,1,?,1,?,3,0
Clethra_alnifolia,0,0,1,1,0&1,0,0,1,3,1,1,?,0,0,0,?,0,1,0,1,3,0,2,1,1,1,2,0,3,2
Clidemia_petiolaris,0,1,1,1,0,1,0,1,3,1,1,?,0,0,?,0,0,0,0,2,3,0,3,1,1,1,?,0,?,?
Clusia_gundlachii,0,?,1,0&1,?,0,0,?,?,?,1,?,1,?,?,?,?,?,0,1,?,0,3,1,0,?,2,0,?,?
